ad_id,user_id,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,ad_creative_body,publisher_platforms,impressions_min,impressions_max,spend_min,spend_max,currency,age_group,gender,target_ages,target_gender,target_locations,ad_interests,estimated_audience_size_min,estimated_audience_size_max
AD_5592827145,USER_000605,583359,GamingCompany,2025-10-05,2025-10-12,2025-12-10,Discover amazing online_courses opportunities,"Facebook,Instagram",3324,4571,58,236,USD,18-24,Male,18-24,Male,770XX,"online_shopping,gaming,online_courses,gadgets,soccer,luxury_travel",7662,73280
AD_6742870467,USER_000606,583359,GamingCompany,2025-07-03,2025-07-09,2025-08-17,Discover amazing online_courses opportunities,Instagram,4995,6959,31,284,USD,18-24,Female,18-24,Female,600XX,"gaming,music,online_courses",6177,24437
AD_4539793953,USER_000607,192495,TechCorp,2025-06-08,2025-06-13,2025-08-08,Discover amazing retirement_planning opportunities,Instagram,532,1146,22,124,USD,65+,Male,65+,Male,850XX,"luxury_travel,retirement_planning,discount_shopping,gaming,wine",7478,39671
AD_1364156605,USER_000608,385006,OnlineRetailer,2025-10-04,2025-10-10,2025-12-06,Discover amazing luxury_cars opportunities,Facebook,4004,5188,55,314,USD,65+,Male,65+,Male,900XX,"retirement_planning,wine,luxury_cars,luxury_brands",5471,91920
AD_3577363576,USER_000609,302548,TravelAgency,2025-07-30,2025-08-03,2025-08-21,Discover amazing parenting opportunities,Instagram,1907,3052,99,424,USD,35-44,Female,35-44,Female,900XX,"investing,parenting,budget_travel,home_decor,motorcycles,car_maintenance,football,nutrition",1351,89671
AD_2079161717,USER_000610,385006,OnlineRetailer,2025-09-07,2025-09-12,2025-10-03,Discover amazing fitness opportunities,Instagram,6207,8163,55,500,USD,25-34,Female,25-34,Female,850XX,"fitness,online_shopping,real_estate,luxury_cars",1552,21108
AD_9490004230,USER_000611,302548,TravelAgency,2025-09-10,2025-09-16,2025-11-04,Discover amazing investing opportunities,"Facebook,Instagram",1817,2947,54,121,USD,55-64,Female,55-64,Female,100XX,"travel,retirement_planning,investing,luxury_brands,organic_food",3796,97616
AD_7119657876,USER_000612,302548,TravelAgency,2025-06-22,2025-06-28,2025-07-24,Discover amazing retirement_planning opportunities,"Facebook,Instagram",2698,4278,74,476,USD,55-64,Female,55-64,Female,850XX,"retirement_planning,luxury_travel,online_courses,running,movies,beach_destinations",2786,14498
AD_7258721246,USER_000613,583359,GamingCompany,2025-06-29,2025-07-04,2025-08-24,Discover amazing wellness opportunities,Facebook,3767,5083,55,156,USD,65+,Male,65+,Male,980XX,"wine,luxury_travel,luxury_travel,luxury_cars,football,tech_news,gaming,wellness",4119,48232
AD_6777742411,USER_000614,583359,GamingCompany,2025-07-29,2025-08-05,2025-09-03,Discover amazing education opportunities,Facebook,2708,3802,63,303,USD,18-24,Male,18-24,Male,900XX,"streaming_services,online_shopping,online_courses,gaming,education,cycling,wine",9095,64745
AD_6555367555,USER_000615,606599,HealthWellness,2025-07-23,2025-07-25,2025-09-04,Discover amazing investing opportunities,Instagram,3231,3819,73,191,USD,45-54,Male,45-54,Male,100XX,"investing,real_estate,investing,luxury_cars,professional_development,supplements,music",2983,21248
AD_6159306916,USER_000616,746137,StreamingService,2025-10-03,2025-10-08,2025-10-16,Discover amazing wine opportunities,Instagram,1921,3359,48,443,USD,45-54,Female,45-54,Female,600XX,"real_estate,professional_development,luxury_cars,investing,home_decor,political_activism,wine,gaming",9096,66752
AD_2039718291,USER_000617,302548,TravelAgency,2025-05-15,2025-05-17,2025-06-04,Discover amazing luxury_travel opportunities,Instagram,639,1838,69,324,USD,35-44,Female,35-44,Female,980XX,"professional_development,parenting,investing,luxury_travel,wellness",6688,57353
AD_1647251216,USER_000618,583359,GamingCompany,2025-06-16,2025-06-22,2025-08-07,Discover amazing online_shopping opportunities,Instagram,4507,5789,23,421,USD,25-34,Male,25-34,Male,850XX,"streaming_services,online_shopping,investing,luxury_brands",8284,22079
AD_7737121532,USER_000619,192495,TechCorp,2025-07-01,2025-07-03,2025-07-20,Discover amazing discount_shopping opportunities,"Facebook,Instagram",3034,3999,35,256,USD,25-34,Male,25-34,Male,600XX,"gaming,online_shopping,discount_shopping,tech_news,organic_food,electric_vehicles,gadgets,luxury_travel",7517,31874
AD_5701300637,USER_000620,583359,GamingCompany,2025-09-17,2025-09-23,2025-11-03,Discover amazing real_estate opportunities,Instagram,6843,8584,35,422,USD,25-34,Male,25-34,Male,900XX,"online_shopping,music,investing,real_estate,gaming",5091,91985
AD_2523286412,USER_000621,385006,OnlineRetailer,2025-09-03,2025-09-10,2025-10-17,Discover amazing investing opportunities,"Facebook,Instagram",5919,7195,37,126,USD,35-44,Female,35-44,Female,770XX,"parenting,real_estate,investing,luxury_brands,home_decor,nutrition",3337,13045
AD_3561994482,USER_000622,138365,FitnessCenter,2025-09-19,2025-09-25,2025-10-15,Discover amazing real_estate opportunities,"Facebook,Instagram",7284,8918,42,335,USD,45-54,Male,45-54,Male,770XX,"professional_development,investing,investing,real_estate,football",6505,49249
AD_1142722557,USER_000623,583359,GamingCompany,2025-09-25,2025-09-30,2025-11-04,Discover amazing professional_development opportunities,Instagram,6892,7565,54,230,USD,45-54,Male,45-54,Male,900XX,"real_estate,professional_development,real_estate,investing,basketball,streaming_services",2691,34211
AD_8542719066,USER_000624,295351,FashionBrand,2025-06-25,2025-07-01,2025-07-27,Discover amazing fitness opportunities,Instagram,3430,4030,98,240,USD,25-34,Female,25-34,Female,330XX,"music,online_shopping,online_courses,nutrition,fitness",7148,85153
AD_2633827823,USER_000625,385006,OnlineRetailer,2025-06-12,2025-06-19,2025-08-09,Discover amazing liberal_politics opportunities,Instagram,2442,3885,10,263,USD,35-44,Female,35-44,Female,850XX,"investing,professional_development,luxury_brands,investing,cryptocurrency,conservative_politics,liberal_politics",6039,10706
AD_5137003838,USER_000626,302548,TravelAgency,2025-07-10,2025-07-11,2025-09-01,Discover amazing wellness opportunities,Facebook,319,1480,50,106,USD,65+,Female,65+,Female,850XX,"travel,wine,budget_travel,wellness,election_news",6970,74131
AD_4029989711,USER_000627,302548,TravelAgency,2025-08-01,2025-08-03,2025-09-09,Discover amazing luxury_travel opportunities,Instagram,8037,10031,95,177,USD,55-64,Female,55-64,Female,850XX,"wine,luxury_travel,real_estate,luxury_brands,fashion",3889,82861
AD_4529262082,USER_000628,746137,StreamingService,2025-08-07,2025-08-14,2025-09-13,Discover amazing football opportunities,Instagram,4105,5123,61,537,USD,35-44,Male,35-44,Male,600XX,"professional_development,investing,discount_shopping,tech_news,mental_health,football,running,real_estate",3482,91738
AD_5850731432,USER_000629,875482,NewsOutlet,2025-07-16,2025-07-17,2025-08-06,Discover amazing fitness opportunities,Instagram,4848,5929,93,445,USD,45-54,Female,45-54,Female,330XX,"investing,real_estate,budget_travel,wellness,fitness,concerts,online_courses",8724,20698
AD_8727505989,USER_000630,302548,TravelAgency,2025-06-18,2025-06-23,2025-08-20,Discover amazing luxury_brands opportunities,Instagram,4147,5226,22,288,USD,35-44,Female,35-44,Female,850XX,"investing,professional_development,luxury_travel,luxury_brands,fashion",5550,78876
AD_4351892327,USER_000631,583359,GamingCompany,2025-07-01,2025-07-05,2025-07-19,Discover amazing fitness opportunities,Facebook,5357,6996,94,478,USD,25-34,Female,25-34,Female,600XX,"fitness,gaming,real_estate",1192,43384
AD_5677877008,USER_000632,746137,StreamingService,2025-08-19,2025-08-22,2025-09-21,Discover amazing liberal_politics opportunities,Facebook,4488,4991,39,530,USD,25-34,Male,25-34,Male,100XX,"gaming,online_shopping,budget_travel,football,retirement_planning,liberal_politics,professional_development",1773,64632
AD_8657283981,USER_000633,302548,TravelAgency,2025-09-29,2025-10-05,2025-12-01,Discover amazing real_estate opportunities,Instagram,6393,7643,13,189,USD,35-44,Male,35-44,Male,770XX,"professional_development,investing,luxury_brands,luxury_travel,retirement_planning,real_estate,yoga",4638,12548
AD_2203397189,USER_000634,192495,TechCorp,2025-06-14,2025-06-18,2025-08-04,Discover amazing online_shopping opportunities,"Facebook,Instagram",2350,3165,56,185,USD,25-34,Male,25-34,Male,980XX,"gaming,online_shopping,luxury_travel",2392,28538
AD_9713689824,USER_000635,302548,TravelAgency,2025-08-05,2025-08-12,2025-08-31,Discover amazing travel opportunities,Facebook,985,2608,47,220,USD,65+,Male,65+,Male,600XX,"travel,wine,real_estate,luxury_travel",1899,80801
AD_4152329196,USER_000636,302548,TravelAgency,2025-07-13,2025-07-15,2025-09-09,Discover amazing football opportunities,Instagram,2574,3110,48,152,USD,65+,Female,65+,Female,770XX,"travel,golf,investing,luxury_brands,wellness,football",1402,31158
AD_2021148883,USER_000637,746137,StreamingService,2025-06-18,2025-06-23,2025-07-17,Discover amazing fitness opportunities,Facebook,2905,4474,97,532,USD,25-34,Male,25-34,Male,850XX,"gaming,fitness,budget_travel",5220,27132
AD_8618569786,USER_000638,302548,TravelAgency,2025-07-05,2025-07-07,2025-07-23,Discover amazing luxury_travel opportunities,Facebook,4089,4918,68,375,USD,45-54,Male,45-54,Male,600XX,"professional_development,parenting,luxury_travel",3346,55704
AD_3716081044,USER_000639,295351,FashionBrand,2025-06-24,2025-06-26,2025-07-25,Discover amazing luxury_brands opportunities,"Facebook,Instagram",3567,4194,12,222,USD,55-64,Male,55-64,Male,900XX,"retirement_planning,golf,luxury_brands,luxury_cars",4827,11084
AD_7976019583,USER_000640,651856,EducationPlatform,2025-07-08,2025-07-15,2025-07-28,Discover amazing professional_development opportunities,"Facebook,Instagram",4589,5783,24,274,USD,45-54,Male,45-54,Male,850XX,"professional_development,real_estate,luxury_cars,real_estate,liberal_politics",5877,63754
AD_8822957370,USER_000641,302548,TravelAgency,2025-09-02,2025-09-05,2025-09-24,Discover amazing wine opportunities,"Facebook,Instagram",6053,7304,94,291,USD,65+,Male,65+,Male,850XX,"travel,wine,luxury_travel,investing,real_estate,online_courses,professional_development,yoga",1610,68224
AD_1637862294,USER_000642,302548,TravelAgency,2025-09-21,2025-09-24,2025-10-14,Discover amazing professional_development opportunities,Instagram,8343,9736,93,486,USD,45-54,Male,45-54,Male,770XX,"parenting,professional_development,luxury_cars,investing,restaurants,cryptocurrency,software,smartphones",5043,57299
AD_3113448778,USER_000643,746137,StreamingService,2025-06-12,2025-06-17,2025-07-19,Discover amazing discount_shopping opportunities,Instagram,3111,5060,78,269,USD,18-24,Male,18-24,Male,770XX,"streaming_services,music,discount_shopping,tech_news",8505,63617
AD_1372559829,USER_000644,302548,TravelAgency,2025-10-10,2025-10-13,2025-11-16,Discover amazing certifications opportunities,Instagram,8832,9766,100,481,USD,55-64,Female,55-64,Female,980XX,"travel,retirement_planning,luxury_travel,luxury_brands,fashion,family_activities,certifications,adventure_travel",8464,12226
AD_1990041788,USER_000645,583359,GamingCompany,2025-08-20,2025-08-27,2025-09-09,Discover amazing streaming_services opportunities,Instagram,4988,6019,71,321,USD,25-34,Female,25-34,Female,850XX,"streaming_services,gaming,online_courses,fashion,wine,budget_travel",4283,28145
AD_2689764924,USER_000646,746137,StreamingService,2025-07-21,2025-07-28,2025-09-19,Discover amazing parenting opportunities,Instagram,785,2027,71,202,USD,35-44,Male,35-44,Male,770XX,"professional_development,parenting,budget_travel,gaming",2965,48375
AD_7515545051,USER_000647,385006,OnlineRetailer,2025-05-24,2025-05-25,2025-07-22,Discover amazing online_shopping opportunities,Facebook,4264,5962,52,113,USD,45-54,Female,45-54,Female,980XX,"professional_development,investing,online_courses,wine,online_shopping,family_activities",1252,90156
AD_8068156429,USER_000648,192495,TechCorp,2025-10-09,2025-10-11,2025-10-24,Discover amazing discount_shopping opportunities,"Facebook,Instagram",559,1139,31,274,USD,25-34,Female,25-34,Female,850XX,"fitness,streaming_services,discount_shopping",1213,97461
AD_2736019035,USER_000649,302548,TravelAgency,2025-05-12,2025-05-17,2025-05-25,Discover amazing wellness opportunities,Facebook,6694,7819,82,271,USD,55-64,Female,55-64,Female,100XX,"golf,retirement_planning,luxury_travel,real_estate,wellness,music",1006,37841
AD_6830755177,USER_000650,295351,FashionBrand,2025-06-23,2025-06-27,2025-08-16,Discover amazing adventure_travel opportunities,Facebook,107,1698,67,453,USD,35-44,Male,35-44,Male,770XX,"real_estate,investing,discount_shopping,football,movies,political_activism,adventure_travel",8565,33069
AD_4913525903,USER_000651,583359,GamingCompany,2025-06-08,2025-06-11,2025-06-21,Discover amazing gaming opportunities,"Facebook,Instagram",2325,3856,17,413,USD,35-44,Male,35-44,Male,330XX,"professional_development,real_estate,luxury_travel,luxury_brands,gaming",3775,97194
AD_9209628457,USER_000652,302548,TravelAgency,2025-08-26,2025-08-31,2025-09-23,Discover amazing luxury_brands opportunities,"Facebook,Instagram",4168,5092,95,537,USD,65+,Male,65+,Male,600XX,"golf,luxury_travel,luxury_brands,investing,smartphones",8719,48078
AD_2593069466,USER_000653,302548,TravelAgency,2025-09-04,2025-09-05,2025-10-02,Discover amazing luxury_cars opportunities,"Facebook,Instagram",6559,7327,75,238,USD,55-64,Male,55-64,Male,100XX,"travel,golf,luxury_cars,investing,football",2708,45974
AD_9263390464,USER_000654,302548,TravelAgency,2025-08-20,2025-08-22,2025-09-30,Discover amazing retirement_planning opportunities,Facebook,1412,3383,35,207,USD,65+,Male,65+,Male,600XX,"retirement_planning,luxury_travel,online_courses",1597,18984
AD_3249888136,USER_000655,252714,FoodDelivery,2025-05-19,2025-05-26,2025-07-21,Discover amazing discount_shopping opportunities,Facebook,3245,4558,91,404,USD,55-64,Female,55-64,Female,100XX,"retirement_planning,golf,discount_shopping,home_decor,wellness,concerts,supplements,certifications",8638,32682
AD_2642208133,USER_000656,302548,TravelAgency,2025-07-11,2025-07-18,2025-08-20,Discover amazing budget_travel opportunities,Facebook,922,2262,18,373,USD,55-64,Male,55-64,Male,850XX,"luxury_travel,travel,budget_travel,luxury_brands,electric_vehicles",2608,47070
AD_9095930681,USER_000657,746137,StreamingService,2025-07-20,2025-07-22,2025-08-22,Discover amazing gaming opportunities,Instagram,2051,3245,81,409,USD,25-34,Male,25-34,Male,900XX,"online_shopping,gaming,online_courses,football,electric_vehicles,supplements,real_estate",4430,19274
AD_1407024125,USER_000658,583359,GamingCompany,2025-08-08,2025-08-09,2025-09-03,Discover amazing fashion opportunities,"Facebook,Instagram",4627,6203,59,416,USD,25-34,Female,25-34,Female,330XX,"music,streaming_services,real_estate,luxury_brands,fashion,cooking,running,supplements",4290,54029
AD_1303282223,USER_000659,746137,StreamingService,2025-08-17,2025-08-23,2025-09-17,Discover amazing supplements opportunities,Facebook,5247,5964,65,398,USD,45-54,Male,45-54,Male,770XX,"parenting,real_estate,discount_shopping,gaming,supplements,meal_delivery",8734,69987
AD_8579994207,USER_000660,302548,TravelAgency,2025-09-26,2025-09-29,2025-11-09,Discover amazing discount_shopping opportunities,Facebook,3638,4948,86,336,USD,55-64,Female,55-64,Female,770XX,"retirement_planning,golf,discount_shopping,electric_vehicles",6934,13515
AD_1202047881,USER_000661,302548,TravelAgency,2025-09-05,2025-09-06,2025-09-25,Discover amazing real_estate opportunities,Facebook,4764,6229,48,497,USD,65+,Female,65+,Female,980XX,"luxury_travel,wine,real_estate,luxury_brands",8430,24414
AD_2683317679,USER_000662,302548,TravelAgency,2025-09-01,2025-09-07,2025-09-19,Discover amazing parenting opportunities,Facebook,414,1820,41,260,USD,35-44,Female,35-44,Female,770XX,"parenting,investing,luxury_travel",2643,76449
AD_9948006381,USER_000663,295351,FashionBrand,2025-08-03,2025-08-08,2025-10-07,Discover amazing investing opportunities,Facebook,8418,10169,99,446,USD,35-44,Female,35-44,Female,980XX,"professional_development,investing,investing,luxury_brands,fitness",2670,17682
AD_7195251392,USER_000664,302548,TravelAgency,2025-06-16,2025-06-23,2025-07-28,Discover amazing investing opportunities,"Facebook,Instagram",8595,10381,95,404,USD,45-54,Male,45-54,Male,900XX,"professional_development,real_estate,investing,luxury_travel",2403,98925
AD_7336475003,USER_000665,651856,EducationPlatform,2025-05-28,2025-06-04,2025-07-18,Discover amazing wine opportunities,Instagram,1320,3023,25,474,USD,65+,Female,65+,Female,330XX,"golf,wine,budget_travel",8028,17608
AD_5499090640,USER_000666,192495,TechCorp,2025-05-28,2025-05-30,2025-06-21,Discover amazing running opportunities,Instagram,3572,4936,77,347,USD,18-24,Female,18-24,Female,100XX,"fitness,gaming,discount_shopping,running,wellness",2374,61933
AD_8441639338,USER_000667,452886,FinanceApp,2025-07-17,2025-07-21,2025-09-07,Discover amazing professional_development opportunities,Instagram,527,1053,18,340,USD,45-54,Female,45-54,Female,330XX,"professional_development,investing,discount_shopping,home_decor",4884,52861
AD_5545340314,USER_000668,192495,TechCorp,2025-10-03,2025-10-10,2025-11-27,Discover amazing professional_development opportunities,"Facebook,Instagram",6812,7834,61,146,USD,45-54,Male,45-54,Male,900XX,"professional_development,parenting,real_estate,investing,tech_news,gaming,computers",1355,99810
AD_5926918873,USER_000669,302548,TravelAgency,2025-06-24,2025-06-25,2025-07-30,Discover amazing parenting opportunities,"Facebook,Instagram",368,1136,94,381,USD,35-44,Female,35-44,Female,330XX,"parenting,investing,luxury_travel,luxury_brands,liberal_politics",7479,35046
AD_5761211029,USER_000670,302548,TravelAgency,2025-07-27,2025-07-29,2025-09-17,Discover amazing real_estate opportunities,Instagram,6335,6923,58,185,USD,55-64,Male,55-64,Male,850XX,"luxury_travel,travel,real_estate",8335,44135
AD_8203942211,USER_000671,746137,StreamingService,2025-06-22,2025-06-24,2025-07-11,Discover amazing supplements opportunities,"Facebook,Instagram",1431,2374,83,510,USD,25-34,Female,25-34,Female,850XX,"gaming,streaming_services,real_estate,investing,gadgets,supplements",6229,84769
AD_6648316674,USER_000672,282826,AutoDealer,2025-10-06,2025-10-10,2025-10-21,Discover amazing investing opportunities,Instagram,5325,5960,42,381,USD,45-54,Male,45-54,Male,770XX,"investing,professional_development,investing",3103,57385
AD_5960571319,USER_000673,302548,TravelAgency,2025-07-19,2025-07-22,2025-08-05,Discover amazing golf opportunities,"Facebook,Instagram",946,1497,68,157,USD,65+,Female,65+,Female,600XX,"travel,golf,online_courses",4151,47414
AD_2697088415,USER_000674,295351,FashionBrand,2025-05-23,2025-05-29,2025-07-27,Discover amazing home_decor opportunities,Instagram,3837,4749,50,533,USD,18-24,Female,18-24,Female,980XX,"online_shopping,music,discount_shopping,home_decor,luxury_brands",2855,23948
AD_6396123362,USER_000675,192495,TechCorp,2025-09-07,2025-09-12,2025-10-18,Discover amazing real_estate opportunities,"Facebook,Instagram",4897,5668,33,308,USD,35-44,Male,35-44,Male,770XX,"real_estate,professional_development,luxury_travel,investing,gaming,fitness",7791,19913
AD_2275155460,USER_000676,385006,OnlineRetailer,2025-07-31,2025-08-04,2025-08-13,Discover amazing fitness opportunities,Facebook,8318,9287,94,331,USD,25-34,Male,25-34,Male,770XX,"music,fitness,luxury_brands,investing,home_decor,gadgets,wellness,smartphones",4307,49094
AD_4088779169,USER_000677,583359,GamingCompany,2025-09-09,2025-09-12,2025-09-22,Discover amazing streaming_services opportunities,"Facebook,Instagram",812,1698,49,426,USD,18-24,Male,18-24,Male,600XX,"gaming,streaming_services,budget_travel,election_news,fitness,university,cryptocurrency",2812,93244
AD_2884128151,USER_000678,746137,StreamingService,2025-07-22,2025-07-26,2025-09-17,Discover amazing online_courses opportunities,"Facebook,Instagram",1162,2688,28,125,USD,25-34,Female,25-34,Female,900XX,"streaming_services,music,budget_travel,car_maintenance,cryptocurrency,online_courses,luxury_travel,luxury_cars",2582,21126
AD_6607407843,USER_000679,746137,StreamingService,2025-06-06,2025-06-13,2025-08-08,Discover amazing restaurants opportunities,"Facebook,Instagram",8526,10095,35,283,USD,45-54,Female,45-54,Female,770XX,"professional_development,real_estate,online_courses,home_decor,cycling,gaming,software,restaurants",6597,42400
AD_9159460149,USER_000680,385006,OnlineRetailer,2025-09-02,2025-09-06,2025-10-17,Discover amazing football opportunities,Facebook,887,1921,40,406,USD,45-54,Female,45-54,Female,600XX,"professional_development,real_estate,luxury_brands,real_estate,football",9552,19756
AD_9131090699,USER_000681,138365,FitnessCenter,2025-08-21,2025-08-27,2025-10-12,Discover amazing online_courses opportunities,"Facebook,Instagram",5306,6860,18,115,USD,45-54,Female,45-54,Female,900XX,"real_estate,investing,online_courses,home_decor",3761,52957
AD_9234652314,USER_000682,302548,TravelAgency,2025-05-22,2025-05-29,2025-06-23,Discover amazing cooking opportunities,Facebook,2622,3449,33,130,USD,65+,Female,65+,Female,600XX,"luxury_travel,retirement_planning,investing,real_estate,professional_development,cooking",2552,81605
AD_1935879380,USER_000683,302548,TravelAgency,2025-05-26,2025-05-29,2025-07-08,Discover amazing online_courses opportunities,Instagram,1479,2937,85,183,USD,65+,Male,65+,Male,980XX,"golf,luxury_travel,online_courses,basketball,luxury_brands",1717,94553
AD_4609418902,USER_000684,302548,TravelAgency,2025-07-28,2025-08-02,2025-08-24,Discover amazing cycling opportunities,Instagram,2434,4273,29,243,USD,35-44,Male,35-44,Male,330XX,"parenting,professional_development,luxury_travel,luxury_brands,football,cycling",5807,35203
AD_3271713645,USER_000685,606599,HealthWellness,2025-08-03,2025-08-04,2025-08-29,Discover amazing university opportunities,"Facebook,Instagram",3338,5171,33,172,USD,45-54,Female,45-54,Female,600XX,"investing,professional_development,budget_travel,cycling,organic_food,supplements,music,university",2799,13223
AD_7280125746,USER_000686,746137,StreamingService,2025-10-01,2025-10-06,2025-12-05,Discover amazing car_maintenance opportunities,Instagram,7652,9649,98,487,USD,35-44,Male,35-44,Male,900XX,"professional_development,investing,real_estate,luxury_brands,tech_news,car_maintenance,wellness",1862,80857
AD_7346847391,USER_000687,583359,GamingCompany,2025-09-17,2025-09-22,2025-10-24,Discover amazing streaming_services opportunities,Instagram,5153,5857,37,292,USD,25-34,Male,25-34,Male,850XX,"online_shopping,streaming_services,budget_travel,basketball,professional_development",1716,70824
AD_4359422771,USER_000688,252714,FoodDelivery,2025-06-02,2025-06-04,2025-07-04,Discover amazing budget_travel opportunities,"Facebook,Instagram",615,1549,50,514,USD,35-44,Male,35-44,Male,900XX,"parenting,investing,budget_travel,election_news,cruise_travel,basketball,supplements",6921,65604
AD_7412237315,USER_000689,138365,FitnessCenter,2025-07-27,2025-08-01,2025-08-12,Discover amazing real_estate opportunities,Instagram,4183,4878,95,148,USD,35-44,Male,35-44,Male,100XX,"investing,parenting,real_estate,investing",8280,46291
AD_8421044439,USER_000690,385006,OnlineRetailer,2025-07-17,2025-07-24,2025-08-26,Discover amazing music opportunities,Facebook,1700,3265,72,406,USD,18-24,Female,18-24,Female,330XX,"music,fitness,online_courses,conservative_politics,adventure_travel,restaurants,investing,online_shopping",8936,22750
AD_6091410721,USER_000691,583359,GamingCompany,2025-07-18,2025-07-22,2025-08-03,Discover amazing golf opportunities,Instagram,3622,4194,11,63,USD,65+,Male,65+,Male,600XX,"wine,golf,luxury_cars,investing,gaming,streaming_services,online_shopping",7851,22655
AD_2103500352,USER_000692,302548,TravelAgency,2025-05-09,2025-05-16,2025-06-28,Discover amazing parenting opportunities,Instagram,2171,2896,29,429,USD,35-44,Female,35-44,Female,980XX,"professional_development,parenting,luxury_travel,luxury_cars",9900,24582
AD_3971298628,USER_000693,385006,OnlineRetailer,2025-06-20,2025-06-23,2025-08-06,Discover amazing retirement_planning opportunities,Facebook,3923,5380,66,324,USD,55-64,Male,55-64,Male,770XX,"wine,retirement_planning,online_courses,liberal_politics,movies,organic_food",9692,75765
AD_4371442794,USER_000694,302548,TravelAgency,2025-10-01,2025-10-04,2025-11-08,Discover amazing investing opportunities,Instagram,8322,9535,92,466,USD,55-64,Male,55-64,Male,900XX,"wine,travel,luxury_travel,investing,football,home_decor",3565,35830
AD_5916109591,USER_000695,192495,TechCorp,2025-08-09,2025-08-12,2025-10-11,Discover amazing investing opportunities,Facebook,1807,2672,98,503,USD,45-54,Male,45-54,Male,770XX,"investing,real_estate,discount_shopping,tech_news",4729,31911
AD_5188418906,USER_000696,583359,GamingCompany,2025-10-10,2025-10-12,2025-12-10,Discover amazing fashion opportunities,"Facebook,Instagram",938,1920,24,435,USD,18-24,Female,18-24,Female,980XX,"streaming_services,online_shopping,luxury_cars,luxury_travel,fashion,budget_travel,yoga,fitness",5589,23918
AD_5979855232,USER_000697,385006,OnlineRetailer,2025-06-05,2025-06-06,2025-06-22,Discover amazing luxury_brands opportunities,Facebook,1569,2280,31,523,USD,45-54,Female,45-54,Female,980XX,"professional_development,parenting,luxury_brands,real_estate,adventure_travel,gadgets",1715,82305
AD_7673121564,USER_000698,583359,GamingCompany,2025-10-12,2025-10-13,2025-12-03,Discover amazing fitness opportunities,Instagram,4541,5804,82,307,USD,18-24,Female,18-24,Female,980XX,"streaming_services,online_shopping,budget_travel,fitness,family_activities,real_estate,beach_destinations",4711,54820
AD_8919293224,USER_000699,741474,PoliticalCampaign,2025-09-14,2025-09-19,2025-11-10,Discover amazing real_estate opportunities,Instagram,2314,4197,17,79,USD,35-44,Female,35-44,Female,980XX,"investing,real_estate,online_courses,meal_delivery,luxury_cars,cryptocurrency,organic_food,conservative_politics",6738,26898
AD_3169004125,USER_000700,385006,OnlineRetailer,2025-10-05,2025-10-11,2025-11-12,Discover amazing luxury_brands opportunities,Instagram,7515,9022,21,318,USD,35-44,Female,35-44,Female,770XX,"investing,professional_development,luxury_brands,luxury_cars,gadgets",1268,73031
AD_7798195938,USER_000701,306543,RealEstateGroup,2025-07-14,2025-07-20,2025-08-07,Discover amazing wellness opportunities,"Facebook,Instagram",1777,3395,89,274,USD,35-44,Female,35-44,Female,980XX,"professional_development,parenting,real_estate,luxury_cars,wellness",8255,62298
AD_5454671980,USER_000702,192495,TechCorp,2025-05-16,2025-05-21,2025-06-04,Discover amazing budget_travel opportunities,Facebook,3915,5834,67,319,USD,65+,Female,65+,Female,850XX,"retirement_planning,golf,budget_travel,concerts,streaming_services,motorcycles",7849,52716
AD_1523033125,USER_000703,583359,GamingCompany,2025-10-06,2025-10-07,2025-11-30,Discover amazing professional_development opportunities,Facebook,1030,2218,89,317,USD,35-44,Female,35-44,Female,330XX,"parenting,professional_development,investing",5864,24441
AD_8932330357,USER_000704,583359,GamingCompany,2025-06-24,2025-06-25,2025-07-30,Discover amazing real_estate opportunities,Instagram,8763,9905,52,215,USD,35-44,Male,35-44,Male,100XX,"professional_development,real_estate,real_estate,investing,tech_news,online_shopping",7351,70991
AD_6785262421,USER_000705,385006,OnlineRetailer,2025-05-11,2025-05-18,2025-06-26,Discover amazing wellness opportunities,Facebook,617,1395,81,452,USD,35-44,Female,35-44,Female,770XX,"real_estate,investing,discount_shopping,wellness,parenting,supplements,credit_cards",5922,37413
AD_5139263714,USER_000706,192495,TechCorp,2025-07-17,2025-07-24,2025-07-31,Discover amazing fitness opportunities,Facebook,8734,10185,55,150,USD,25-34,Female,25-34,Female,100XX,"music,fitness,luxury_cars,real_estate,fashion,professional_development,cycling,gaming",5257,77138
AD_4106792752,USER_000707,452886,FinanceApp,2025-07-04,2025-07-07,2025-07-23,Discover amazing investing opportunities,Facebook,6365,7560,89,410,USD,45-54,Female,45-54,Female,980XX,"parenting,investing,real_estate,investing,wellness,conservative_politics,liberal_politics",8006,97280
AD_9748062416,USER_000708,746137,StreamingService,2025-10-06,2025-10-12,2025-11-09,Discover amazing tech_news opportunities,Facebook,4815,6633,82,424,USD,65+,Male,65+,Male,330XX,"wine,travel,budget_travel,tech_news,fitness,car_maintenance,online_courses,computers",2054,85533
AD_7122001680,USER_000709,385006,OnlineRetailer,2025-07-31,2025-08-05,2025-09-06,Discover amazing investing opportunities,Instagram,6279,7616,36,409,USD,45-54,Female,45-54,Female,330XX,"professional_development,investing,luxury_brands,investing",1754,30633
